,ID,PERSONID,EMPLOYEEID,LASTNAME,FIRSTNAME,ACCESSDATE,LOCATION,CARDNUMBER
3893,13372,31628,NID31510,NID31510,NID31510,2021-09-02 06:57:07.207,3,294
3894,13373,32206,NID32088,NID32088,NID32088,2021-09-02 06:57:09.760,9,868
3895,13374,31763,NID31645,NID31645,NID31645,2021-09-02 06:57:12.063,87,428
3896,13375,32201,NID32083,NID32083,NID32083,2021-09-02 06:57:29.330,74,864
3897,13376,31411,NID31298,NID31298,NID31298,2021-09-02 06:57:35.987,51,83
3898,13377,31763,NID31645,NID31645,NID31645,2021-09-02 06:57:47.000,9,428
3899,13379,32365,NID32247,NID32247,NID32247,2021-09-02 06:58:54.520,32,1024
3900,13380,32042,NID31924,NID31924,NID31924,2021-09-02 06:59:42.173,16,712
3901,13381,32042,NID31924,NID31924,NID31924,2021-09-02 06:59:53.233,56,712
3902,13382,32309,NID32191,NID32191,NID32191,2021-09-02 07:00:16.310,41,968
3903,13383,32228,NID32110,NID32110,NID32110,2021-09-02 07:07:15.257,19,890
3904,13385,31872,NID31754,NID31754,NID31754,2021-09-02 07:09:32.203,92,537
3905,13387,31594,NID31476,NID31476,NID31476,2021-09-02 07:11:42.243,1,261
3906,13388,31393,NID31280,NID31280,NID31280,2021-09-02 07:12:17.780,84,64
3907,13389,31393,NID31280,NID31280,NID31280,2021-09-02 07:13:35.713,1,64
3908,13390,31422,NID31309,NID31309,NID31309,2021-09-02 07:14:47.290,43,94
3909,13391,32248,NID32130,NID32130,NID32130,2021-09-02 07:14:55.100,86,907
3910,13392,32210,NID32092,NID32092,NID32092,2021-09-02 07:15:45.603,41,872
3911,13398,31560,NID31442,NID31442,NID31442,2021-09-02 07:18:48.200,42,227
3912,13399,31393,NID31280,NID31280,NID31280,2021-09-02 07:19:05.920,47,64
3913,13400,31719,NID31601,NID31601,NID31601,2021-09-02 07:19:14.830,26,384
3914,13401,32414,NID32296,NID32296,NID32296,2021-09-02 07:19:43.660,46,1072
3915,13402,32414,NID32296,NID32296,NID32296,2021-09-02 07:20:06.733,85,1072
3916,13406,31415,NID31302,NID31302,NID31302,2021-09-02 07:21:45.390,15,87
3917,13409,31408,NID31295,NID31295,NID31295,2021-09-02 07:22:43.053,97,80
3918,13411,31616,NID31498,NID31498,NID31498,2021-09-02 07:27:36.120,72,282
3919,13412,31745,NID31627,NID31627,NID31627,2021-09-02 07:27:42.977,76,410
3920,13413,31616,NID31498,NID31498,NID31498,2021-09-02 07:28:20.017,14,282
3921,13416,31414,NID31301,NID31301,NID31301,2021-09-02 07:29:22.033,26,86
3922,13417,31714,NID31596,NID31596,NID31596,2021-09-02 07:30:53.933,26,379
3923,13419,32144,NID32026,NID32026,NID32026,2021-09-02 07:32:18.623,92,809
3924,13420,31560,NID31442,NID31442,NID31442,2021-09-02 07:32:53.060,49,227
3925,13421,31992,NID31874,NID31874,NID31874,2021-09-02 07:33:03.023,59,657
3926,13424,31409,NID31296,NID31296,NID31296,2021-09-02 07:33:45.367,80,81
3927,13431,31856,NID31738,NID31738,NID31738,2021-09-02 07:36:50.317,4,521
3928,13434,31616,NID31498,NID31498,NID31498,2021-09-02 07:39:33.993,72,282
3929,13437,32231,NID32113,NID32113,NID32113,2021-09-02 07:42:35.440,4,895
3930,13444,31399,NID31286,NID31286,NID31286,2021-09-02 07:45:54.507,98,71
3931,13445,31717,NID31599,NID31599,NID31599,2021-09-02 07:46:25.940,93,382
3932,13447,31409,NID31296,NID31296,NID31296,2021-09-02 07:47:53.733,9,81
3933,13454,31616,NID31498,NID31498,NID31498,2021-09-02 07:50:01.173,62,282
3934,13456,32415,NID32297,NID32297,NID32297,2021-09-02 07:51:00.637,41,1073
3935,13459,32247,NID32129,NID32129,NID32129,2021-09-02 07:51:40.680,59,906
3936,13460,32184,NID32066,NID32066,NID32066,2021-09-02 07:51:44.183,44,848
3937,13463,31616,NID31498,NID31498,NID31498,2021-09-02 07:53:11.377,6,282
3938,13464,32399,NID32281,NID32281,NID32281,2021-09-02 07:53:15.833,3,1057
3939,13467,31965,NID31847,NID31847,NID31847,2021-09-02 07:54:07.990,79,630
3940,13471,31953,NID31835,NID31835,NID31835,2021-09-02 07:56:23.837,12,618
3941,13474,32097,NID31979,NID31979,NID31979,2021-09-02 07:57:31.910,17,762
3942,13479,32237,NID32119,NID32119,NID32119,2021-09-02 07:59:00.407,59,901
3943,13480,32094,NID31976,NID31976,NID31976,2021-09-02 07:59:02.610,97,759
3944,13485,31993,NID31875,NID31875,NID31875,2021-09-02 08:00:07.680,61,658
3945,13486,31393,NID31280,NID31280,NID31280,2021-09-02 08:00:36.260,45,64
3946,13492,32395,NID32277,NID32277,NID32277,2021-09-02 08:02:32.737,71,1053
3947,13494,31522,NID31377,NID31377,NID31377,2021-09-02 08:02:52.107,43,162
3948,13497,31749,NID31631,NID31631,NID31631,2021-09-02 08:03:22.490,13,414
3949,13499,31642,NID31524,NID31524,NID31524,2021-09-02 08:03:44.113,21,308
3950,13500,31642,NID31524,NID31524,NID31524,2021-09-02 08:03:46.717,7,308
3951,13502,31749,NID31631,NID31631,NID31631,2021-09-02 08:04:04.737,41,414
3952,13503,32253,NID32135,NID32135,NID32135,2021-09-02 08:04:21.203,8,912
3953,13504,32253,NID32135,NID32135,NID32135,2021-09-02 08:04:21.953,70,912
3954,13505,32253,NID32135,NID32135,NID32135,2021-09-02 08:04:31.563,56,912
3955,13506,32253,NID32135,NID32135,NID32135,2021-09-02 08:04:33.067,18,912
3956,13509,32099,NID31981,NID31981,NID31981,2021-09-02 08:05:36.970,44,764
3957,13510,32116,NID31998,NID31998,NID31998,2021-09-02 08:05:45.180,67,781
3958,13512,32227,NID32109,NID32109,NID32109,2021-09-02 08:06:37.237,33,888
3959,13515,32416,NID32298,NID32298,NID32298,2021-09-02 08:08:26.807,5,1074
3960,13516,31657,NID31539,NID31539,NID31539,2021-09-02 08:08:57.640,12,323
3961,13518,32206,NID32088,NID32088,NID32088,2021-09-02 08:09:21.213,80,868
3962,13520,31393,NID31280,NID31280,NID31280,2021-09-02 08:09:30.623,82,64
3963,13521,31393,NID31280,NID31280,NID31280,2021-09-02 08:09:33.177,21,64
3964,13522,31711,NID31593,NID31593,NID31593,2021-09-02 08:09:48.393,30,376
3965,13527,31871,NID31753,NID31753,NID31753,2021-09-02 08:11:25.750,33,536
3966,13530,31946,NID31828,NID31828,NID31828,2021-09-02 08:12:12.347,32,611
3967,13532,32226,NID32108,NID32108,NID32108,2021-09-02 08:12:52.740,52,887
3968,13533,32226,NID32108,NID32108,NID32108,2021-09-02 08:13:15.467,31,887
3969,13537,31393,NID31280,NID31280,NID31280,2021-09-02 08:17:32.440,73,64
3970,13538,31410,NID31297,NID31297,NID31297,2021-09-02 08:17:36.043,65,82
3971,13543,31472,NID31359,NID31359,NID31359,2021-09-02 08:20:43.443,47,144
3972,13545,32128,NID32010,NID32010,NID32010,2021-09-02 08:20:49.510,75,793
3973,13548,32253,NID32135,NID32135,NID32135,2021-09-02 08:21:13.927,18,912
3974,13550,32245,NID32127,NID32127,NID32127,2021-09-02 08:21:35.150,27,904
3975,13551,32245,NID32127,NID32127,NID32127,2021-09-02 08:21:43.660,65,904
3976,13552,31741,NID31623,NID31623,NID31623,2021-09-02 08:22:07.187,52,406
3977,13554,32251,NID32133,NID32133,NID32133,2021-09-02 08:22:44.227,50,910
3978,13559,31536,NID31418,NID31418,NID31418,2021-09-02 08:24:04.363,15,203
3979,13560,32291,NID32173,NID32173,NID32173,2021-09-02 08:24:51.063,25,950
3980,13561,32106,NID31988,NID31988,NID31988,2021-09-02 08:24:52.263,73,771
3981,13562,32106,NID31988,NID31988,NID31988,2021-09-02 08:24:57.520,66,771
3982,13563,32106,NID31988,NID31988,NID31988,2021-09-02 08:25:00.223,74,771
3983,13565,32106,NID31988,NID31988,NID31988,2021-09-02 08:25:36.310,67,771
3984,13566,32106,NID31988,NID31988,NID31988,2021-09-02 08:25:38.013,19,771
3985,13568,31952,NID31834,NID31834,NID31834,2021-09-02 08:26:02.290,79,617
3986,13575,32234,NID32116,NID32116,NID32116,2021-09-02 08:28:06.620,68,898
3987,13576,31434,NID31321,NID31321,NID31321,2021-09-02 08:28:14.830,39,106
3988,13577,31434,NID31321,NID31321,NID31321,2021-09-02 08:28:19.383,100,106
3989,13578,31434,NID31321,NID31321,NID31321,2021-09-02 08:28:22.087,9,106
3990,13580,31434,NID31321,NID31321,NID31321,2021-09-02 08:28:37.053,52,106
3991,13582,31600,NID31482,NID31482,NID31482,2021-09-02 08:29:03.933,62,267
3992,13587,32287,NID32169,NID32169,NID32169,2021-09-02 08:30:47.243,60,946
3993,13597,32378,NID32260,NID32260,NID32260,2021-09-02 08:36:31.113,26,1037
3994,13607,31490,NID31398,NID31398,NID31398,2021-09-02 08:40:15.203,5,182
3995,13613,32414,NID32296,NID32296,NID32296,2021-09-02 08:41:42.700,94,1072
3996,13616,31692,NID31574,NID31574,NID31574,2021-09-02 08:43:08.840,58,358
3997,13618,31692,NID31574,NID31574,NID31574,2021-09-02 08:43:15.950,93,358
3998,13621,31976,NID31858,NID31858,NID31858,2021-09-02 08:43:41.177,16,641
3999,13626,32135,NID32017,NID32017,NID32017,2021-09-02 08:45:51.613,31,800
4000,13628,32361,NID32243,NID32243,NID32243,2021-09-02 08:46:51.477,3,1020
4001,13639,32245,NID32127,NID32127,NID32127,2021-09-02 08:50:22.303,29,904
4002,13653,31459,NID31346,NID31346,NID31346,2021-09-02 08:54:53.443,28,131
4003,13659,31682,NID31564,NID31564,NID31564,2021-09-02 08:57:27.760,12,348
4004,13660,31682,NID31564,NID31564,NID31564,2021-09-02 08:57:49.433,78,348
4005,13666,31516,NID31371,NID31371,NID31371,2021-09-02 09:00:10.683,34,156
4006,13669,31889,NID31771,NID31771,NID31771,2021-09-02 09:01:02.440,27,554
4007,13674,31889,NID31771,NID31771,NID31771,2021-09-02 09:02:18.170,56,554
4008,13677,31926,NID31808,NID31808,NID31808,2021-09-02 09:04:37.620,34,596
4009,13680,31642,NID31524,NID31524,NID31524,2021-09-02 09:06:17.780,55,308
4010,13681,32094,NID31976,NID31976,NID31976,2021-09-02 09:06:58.773,74,759
4011,13699,31883,NID31765,NID31765,NID31765,2021-09-02 09:14:49.433,44,548
4012,13701,31892,NID31774,NID31774,NID31774,2021-09-02 09:17:09.683,56,557
4013,13710,31560,NID31442,NID31442,NID31442,2021-09-02 09:20:51.727,24,227
4014,13718,31671,NID31553,NID31553,NID31553,2021-09-02 09:22:35.287,34,337
4015,13720,32184,NID32066,NID32066,NID32066,2021-09-02 09:23:00.163,70,848
4016,13721,32184,NID32066,NID32066,NID32066,2021-09-02 09:23:04.220,67,848
4017,13722,32184,NID32066,NID32066,NID32066,2021-09-02 09:23:06.723,97,848
4018,13724,32184,NID32066,NID32066,NID32066,2021-09-02 09:23:08.523,41,848
4019,13726,32184,NID32066,NID32066,NID32066,2021-09-02 09:23:45.613,100,848
4020,13740,31719,NID31601,NID31601,NID31601,2021-09-02 09:33:56.523,89,384
4021,13750,32398,NID32280,NID32280,NID32280,2021-09-02 09:39:02.953,2,1056
4022,13751,31522,NID31377,NID31377,NID31377,2021-09-02 09:39:31.233,21,162
4023,13755,31741,NID31623,NID31623,NID31623,2021-09-02 09:41:44.880,10,406
4024,13757,31746,NID31628,NID31628,NID31628,2021-09-02 09:42:38.837,91,411
4025,13770,31952,NID31834,NID31834,NID31834,2021-09-02 09:48:13.597,91,617
4026,13784,32187,NID32069,NID32069,NID32069,2021-09-02 09:53:02.970,51,851
4027,13786,32278,NID32160,NID32160,NID32160,2021-09-02 09:54:30.053,63,937
4028,13787,31728,NID31610,NID31610,NID31610,2021-09-02 09:55:11.247,6,393
4029,13789,32042,NID31924,NID31924,NID31924,2021-09-02 09:55:36.373,82,712
4030,13793,31393,NID31280,NID31280,NID31280,2021-09-02 09:56:15.717,48,64
4031,13810,31952,NID31834,NID31834,NID31834,2021-09-02 10:00:19.030,61,617
4032,13812,31472,NID31359,NID31359,NID31359,2021-09-02 10:00:24.783,13,144
4033,13815,31876,NID31758,NID31758,NID31758,2021-09-02 10:01:21.197,65,541
4034,13823,31393,NID31280,NID31280,NID31280,2021-09-02 10:03:42.900,27,64
4035,13837,31560,NID31442,NID31442,NID31442,2021-09-02 10:10:30.790,44,227
4036,13841,31472,NID31359,NID31359,NID31359,2021-09-02 10:13:09.660,19,144
4037,13844,32211,NID32093,NID32093,NID32093,2021-09-02 10:14:44.363,3,873
4038,13846,32173,NID32055,NID32055,NID32055,2021-09-02 10:15:28.660,61,837
4039,13847,32173,NID32055,NID32055,NID32055,2021-09-02 10:15:30.463,16,837
4040,13849,32287,NID32169,NID32169,NID32169,2021-09-02 10:17:09.520,66,946
4041,13855,31422,NID31309,NID31309,NID31309,2021-09-02 10:20:39.693,61,94
4042,13859,31728,NID31610,NID31610,NID31610,2021-09-02 10:23:08.607,12,393
4043,13869,31422,NID31309,NID31309,NID31309,2021-09-02 10:26:34.077,92,94
4044,13870,31717,NID31599,NID31599,NID31599,2021-09-02 10:26:48.293,99,382
4045,13871,32227,NID32109,NID32109,NID32109,2021-09-02 10:27:06.110,39,888
4046,13888,31697,NID31579,NID31579,NID31579,2021-09-02 10:31:15.930,20,363
4047,13898,31856,NID31738,NID31738,NID31738,2021-09-02 10:35:28.853,17,521
4048,13899,32193,NID32075,NID32075,NID32075,2021-09-02 10:35:47.473,74,857
4049,13910,31965,NID31847,NID31847,NID31847,2021-09-02 10:43:03.743,70,630
4050,13919,31652,NID31534,NID31534,NID31534,2021-09-02 10:46:50.837,93,318
4051,13920,31652,NID31534,NID31534,NID31534,2021-09-02 10:46:57.193,51,318
4052,13922,32237,NID32119,NID32119,NID32119,2021-09-02 10:47:24.173,68,901
4053,13925,32237,NID32119,NID32119,NID32119,2021-09-02 10:52:12.333,25,901
4054,13926,32237,NID32119,NID32119,NID32119,2021-09-02 10:52:16.337,37,901
4055,13928,31870,NID31752,NID31752,NID31752,2021-09-02 10:52:21.043,18,535
4056,13929,32237,NID32119,NID32119,NID32119,2021-09-02 10:52:21.943,91,901
4057,13930,32237,NID32119,NID32119,NID32119,2021-09-02 10:52:30.253,45,901
4058,13931,32237,NID32119,NID32119,NID32119,2021-09-02 10:52:44.267,74,901
4059,13945,31411,NID31298,NID31298,NID31298,2021-09-02 10:55:30.897,60,83
4060,13947,32398,NID32280,NID32280,NID32280,2021-09-02 10:55:37.303,59,1056
4061,13948,31744,NID31626,NID31626,NID31626,2021-09-02 10:55:49.117,51,409
4062,13953,31880,NID31762,NID31762,NID31762,2021-09-02 10:57:05.250,86,545
4063,13955,31880,NID31762,NID31762,NID31762,2021-09-02 10:57:48.197,97,545
4064,13960,31754,NID31636,NID31636,NID31636,2021-09-02 10:59:46.873,40,419
4065,13963,31754,NID31636,NID31636,NID31636,2021-09-02 11:00:30.673,37,419
4066,13982,31652,NID31534,NID31534,NID31534,2021-09-02 11:12:24.993,39,318
4067,13994,31652,NID31534,NID31534,NID31534,2021-09-02 11:16:44.473,7,318
4068,13995,31560,NID31442,NID31442,NID31442,2021-09-02 11:16:48.627,39,227
4069,13998,32231,NID32113,NID32113,NID32113,2021-09-02 11:18:14.017,91,895
4070,13999,31393,NID31280,NID31280,NID31280,2021-09-02 11:18:44.900,41,64
4071,14014,31422,NID31309,NID31309,NID31309,2021-09-02 11:29:03.563,66,94
4072,14022,32253,NID32135,NID32135,NID32135,2021-09-02 11:32:11.213,25,912
4073,14033,32416,NID32298,NID32298,NID32298,2021-09-02 11:34:09.840,57,1074
4074,14037,32416,NID32298,NID32298,NID32298,2021-09-02 11:34:41.873,74,1074
4075,14038,32416,NID32298,NID32298,NID32298,2021-09-02 11:35:10.307,86,1074
4076,14042,32416,NID32298,NID32298,NID32298,2021-09-02 11:35:36.533,23,1074
4077,14043,32416,NID32298,NID32298,NID32298,2021-09-02 11:35:37.583,14,1074
4078,14044,32416,NID32298,NID32298,NID32298,2021-09-02 11:35:59.507,100,1074
4079,14045,32416,NID32298,NID32298,NID32298,2021-09-02 11:36:02.110,19,1074
4080,14047,31393,NID31280,NID31280,NID31280,2021-09-02 11:36:20.680,47,64
4081,14051,31642,NID31524,NID31524,NID31524,2021-09-02 11:38:18.060,67,308
4082,14063,32251,NID32133,NID32133,NID32133,2021-09-02 11:43:36.303,66,910
4083,14064,32378,NID32260,NID32260,NID32260,2021-09-02 11:43:55.823,2,1037
4084,14070,32288,NID32170,NID32170,NID32170,2021-09-02 11:44:54.487,37,947
4085,14071,31892,NID31774,NID31774,NID31774,2021-09-02 11:44:58.090,48,557
4086,14074,32126,NID32008,NID32008,NID32008,2021-09-02 11:45:43.090,11,791
4087,14077,32106,NID31988,NID31988,NID31988,2021-09-02 11:46:36.347,3,771
4088,14078,32106,NID31988,NID31988,NID31988,2021-09-02 11:46:38.600,43,771
4089,14088,31393,NID31280,NID31280,NID31280,2021-09-02 11:49:51.607,33,64
4090,14092,31642,NID31524,NID31524,NID31524,2021-09-02 11:51:31.417,70,308
4091,14095,32234,NID32116,NID32116,NID32116,2021-09-02 11:54:29.710,98,898
4092,14105,32237,NID32119,NID32119,NID32119,2021-09-02 11:56:55.467,14,901
4093,14108,32237,NID32119,NID32119,NID32119,2021-09-02 11:57:32.507,75,901
4094,14113,32345,NID32227,NID32227,NID32227,2021-09-02 11:58:28.870,47,1004
4095,14114,32237,NID32119,NID32119,NID32119,2021-09-02 11:58:44.137,30,901
4096,14124,31889,NID31771,NID31771,NID31771,2021-09-02 12:00:39.610,97,554
4097,14131,31871,NID31753,NID31753,NID31753,2021-09-02 12:01:27.013,10,536
4098,14134,31393,NID31280,NID31280,NID31280,2021-09-02 12:02:07.157,92,64
4099,14135,31889,NID31771,NID31771,NID31771,2021-09-02 12:02:15.867,64,554
4100,14136,31600,NID31482,NID31482,NID31482,2021-09-02 12:02:21.923,35,267
4101,14156,32206,NID32088,NID32088,NID32088,2021-09-02 12:09:01.953,93,868
4102,14164,32365,NID32247,NID32247,NID32247,2021-09-02 12:12:08.657,86,1024
4103,14170,31719,NID31601,NID31601,NID31601,2021-09-02 12:14:20.497,32,384
4104,14171,32287,NID32169,NID32169,NID32169,2021-09-02 12:14:41.370,92,946
4105,14175,31749,NID31631,NID31631,NID31631,2021-09-02 12:15:39.183,72,414
4106,14178,31749,NID31631,NID31631,NID31631,2021-09-02 12:16:23.630,27,414
4107,14181,31476,NID31363,NID31363,NID31363,2021-09-02 12:17:09.330,11,148
4108,14183,32291,NID32173,NID32173,NID32173,2021-09-02 12:18:52.943,91,950
4109,14187,32226,NID32108,NID32108,NID32108,2021-09-02 12:21:51.383,58,887
4110,14194,31522,NID31377,NID31377,NID31377,2021-09-02 12:23:25.733,62,162
4111,14197,31871,NID31753,NID31753,NID31753,2021-09-02 12:23:49.360,42,536
4112,14198,31871,NID31753,NID31753,NID31753,2021-09-02 12:23:54.967,40,536
4113,14199,31871,NID31753,NID31753,NID31753,2021-09-02 12:24:04.177,37,536
4114,14202,31763,NID31645,NID31645,NID31645,2021-09-02 12:25:15.103,53,428
4115,14206,32248,NID32130,NID32130,NID32130,2021-09-02 12:26:43.897,58,907
4116,14207,32211,NID32093,NID32093,NID32093,2021-09-02 12:27:08.473,49,873
4117,14210,32415,NID32297,NID32297,NID32297,2021-09-02 12:27:51.420,94,1073
4118,14219,31476,NID31363,NID31363,NID31363,2021-09-02 12:30:44.203,56,148
4119,14220,32278,NID32160,NID32160,NID32160,2021-09-02 12:31:10.033,6,937
4120,14224,32405,NID32287,NID32287,NID32287,2021-09-02 12:31:45.020,82,1063
4121,14225,31677,NID31559,NID31559,NID31559,2021-09-02 12:31:51.177,22,343
4122,14228,31711,NID31593,NID31593,NID31593,2021-09-02 12:32:44.083,40,376
4123,14231,31763,NID31645,NID31645,NID31645,2021-09-02 12:34:22.990,7,428
4124,14232,31682,NID31564,NID31564,NID31564,2021-09-02 12:34:46.867,96,348
4125,14252,32368,NID32250,NID32250,NID32250,2021-09-02 12:39:52.307,40,1027
4126,14255,32099,NID31981,NID31981,NID31981,2021-09-02 12:40:05.227,96,764
4127,14268,31560,NID31442,NID31442,NID31442,2021-09-02 12:47:04.280,68,227
4128,14274,32247,NID32129,NID32129,NID32129,2021-09-02 12:47:53.033,20,906
4129,14275,31728,NID31610,NID31610,NID31610,2021-09-02 12:48:01.290,84,393
4130,14276,31728,NID31610,NID31610,NID31610,2021-09-02 12:48:03.543,84,393
4131,14277,31682,NID31564,NID31564,NID31564,2021-09-02 12:48:03.593,40,348
4132,14278,31731,NID31613,NID31613,NID31613,2021-09-02 12:48:16.007,83,396
4133,14279,31731,NID31613,NID31613,NID31613,2021-09-02 12:48:16.857,13,396
4134,14284,32106,NID31988,NID31988,NID31988,2021-09-02 12:48:49.693,62,771
4135,14286,32106,NID31988,NID31988,NID31988,2021-09-02 12:48:51.443,29,771
4136,14288,31682,NID31564,NID31564,NID31564,2021-09-02 12:49:06.110,69,348
4137,14291,32309,NID32191,NID32191,NID32191,2021-09-02 12:49:21.377,29,968
4138,14292,32106,NID31988,NID31988,NID31988,2021-09-02 12:49:25.430,14,771
4139,14293,32106,NID31988,NID31988,NID31988,2021-09-02 12:49:26.933,53,771
4140,14294,31728,NID31610,NID31610,NID31610,2021-09-02 12:49:28.837,15,393
4141,14295,32237,NID32119,NID32119,NID32119,2021-09-02 12:49:35.993,36,901
4142,14296,32237,NID32119,NID32119,NID32119,2021-09-02 12:49:38.947,54,901
4143,14299,32106,NID31988,NID31988,NID31988,2021-09-02 12:49:51.760,2,771
4144,14304,31741,NID31623,NID31623,NID31623,2021-09-02 12:50:13.980,33,406
4145,14306,31448,NID31335,NID31335,NID31335,2021-09-02 12:50:16.383,84,120
4146,14315,31448,NID31335,NID31335,NID31335,2021-09-02 12:50:47.467,73,120
4147,14317,31448,NID31335,NID31335,NID31335,2021-09-02 12:50:51.070,94,120
4148,14318,31448,NID31335,NID31335,NID31335,2021-09-02 12:50:54.473,76,120
4149,14321,31697,NID31579,NID31579,NID31579,2021-09-02 12:51:23.553,38,363
4150,14323,31717,NID31599,NID31599,NID31599,2021-09-02 12:51:37.670,2,382
4151,14324,31728,NID31610,NID31610,NID31610,2021-09-02 12:51:43.627,49,393
4152,14325,32309,NID32191,NID32191,NID32191,2021-09-02 12:51:45.680,60,968
4153,14334,31717,NID31599,NID31599,NID31599,2021-09-02 12:53:11.320,3,382
4154,14351,31393,NID31280,NID31280,NID31280,2021-09-02 12:57:36.207,56,64
4155,14355,32227,NID32109,NID32109,NID32109,2021-09-02 12:57:59.930,17,888
4156,14362,32175,NID32057,NID32057,NID32057,2021-09-02 13:01:07.230,31,839
4157,14364,32175,NID32057,NID32057,NID32057,2021-09-02 13:01:31.557,72,839
4158,14366,32135,NID32017,NID32017,NID32017,2021-09-02 13:01:52.130,24,800
4159,14374,32414,NID32296,NID32296,NID32296,2021-09-02 13:02:54.397,74,1072
4160,14382,31560,NID31442,NID31442,NID31442,2021-09-02 13:04:19.353,23,227
4161,14383,31560,NID31442,NID31442,NID31442,2021-09-02 13:04:23.493,33,227
4162,14384,31459,NID31346,NID31346,NID31346,2021-09-02 13:04:28.900,62,131
4163,14386,31560,NID31442,NID31442,NID31442,2021-09-02 13:04:37.207,18,227
4164,14389,31560,NID31442,NID31442,NID31442,2021-09-02 13:04:47.870,60,227
4165,14392,32251,NID32133,NID32133,NID32133,2021-09-02 13:05:11.093,36,910
4166,14393,31393,NID31280,NID31280,NID31280,2021-09-02 13:05:24.710,1,64
4167,14397,32231,NID32113,NID32113,NID32113,2021-09-02 13:06:41.843,49,895
4168,14419,31560,NID31442,NID31442,NID31442,2021-09-02 13:13:12.263,56,227
4169,14424,31741,NID31623,NID31623,NID31623,2021-09-02 13:15:46.780,53,406
4170,14426,31425,NID31312,NID31312,NID31312,2021-09-02 13:17:19.730,45,97
4171,14436,32245,NID32127,NID32127,NID32127,2021-09-02 13:23:07.053,100,904
4172,14446,32184,NID32066,NID32066,NID32066,2021-09-02 13:27:39.350,31,848
4173,14450,31455,NID31342,NID31342,NID31342,2021-09-02 13:28:20.293,76,127
4174,14460,31750,NID31632,NID31632,NID31632,2021-09-02 13:34:58.570,50,415
4175,14466,32210,NID32092,NID32092,NID32092,2021-09-02 13:35:55.230,74,872
4176,14476,31953,NID31835,NID31835,NID31835,2021-09-02 13:39:55.937,58,618
4177,14485,32244,NID32126,NID32126,NID32126,2021-09-02 13:45:43.660,56,889
4178,14500,31642,NID31524,NID31524,NID31524,2021-09-02 13:58:29.587,24,308
4179,14508,31953,NID31835,NID31835,NID31835,2021-09-02 14:04:24.667,68,618
4180,14511,31746,NID31628,NID31628,NID31628,2021-09-02 14:07:31.767,31,411
4181,14530,31498,NID31406,NID31406,NID31406,2021-09-02 14:17:00.280,43,190
4182,14539,32245,NID32127,NID32127,NID32127,2021-09-02 14:25:23.170,20,904
4183,14540,32211,NID32093,NID32093,NID32093,2021-09-02 14:27:51.830,75,873
4184,14549,31642,NID31524,NID31524,NID31524,2021-09-02 14:32:34.230,16,308
4185,14556,32175,NID32057,NID32057,NID32057,2021-09-02 14:34:49.127,10,839
4186,14558,32064,NID31946,NID31946,NID31946,2021-09-02 14:35:43.737,74,729
4187,14568,32245,NID32127,NID32127,NID32127,2021-09-02 14:39:20.820,10,904
4188,14594,32287,NID32169,NID32169,NID32169,2021-09-02 14:52:17.903,45,946
4189,14608,32234,NID32116,NID32116,NID32116,2021-09-02 15:03:46.893,55,898
4190,14609,31992,NID31874,NID31874,NID31874,2021-09-02 15:03:51.247,83,657
4191,14610,32175,NID32057,NID32057,NID32057,2021-09-02 15:04:45.457,39,839
4192,14614,31992,NID31874,NID31874,NID31874,2021-09-02 15:06:14.900,50,657
4193,14615,31992,NID31874,NID31874,NID31874,2021-09-02 15:06:32.070,60,657
4194,14616,31697,NID31579,NID31579,NID31579,2021-09-02 15:06:33.970,69,363
4195,14623,31952,NID31834,NID31834,NID31834,2021-09-02 15:10:27.370,99,617
4196,14629,31952,NID31834,NID31834,NID31834,2021-09-02 15:13:31.717,84,617
4197,14637,31952,NID31834,NID31834,NID31834,2021-09-02 15:20:34.223,74,617
4198,14642,31717,NID31599,NID31599,NID31599,2021-09-02 15:22:20.840,100,382
4199,14646,31745,NID31627,NID31627,NID31627,2021-09-02 15:27:02.743,15,410
4200,14648,32237,NID32119,NID32119,NID32119,2021-09-02 15:29:24.147,31,901
4201,14666,31717,NID31599,NID31599,NID31599,2021-09-02 15:33:49.280,39,382
4202,14668,32173,NID32055,NID32055,NID32055,2021-09-02 15:35:15.420,29,837
4203,14669,32173,NID32055,NID32055,NID32055,2021-09-02 15:36:27.697,38,837
4204,14686,32173,NID32055,NID32055,NID32055,2021-09-02 15:46:07.870,30,837
4205,14690,31459,NID31346,NID31346,NID31346,2021-09-02 15:48:06.897,50,131
4206,14695,32278,NID32160,NID32160,NID32160,2021-09-02 15:50:05.773,66,937
4207,14696,32278,NID32160,NID32160,NID32160,2021-09-02 15:50:29.950,11,937
4208,14705,31393,NID31280,NID31280,NID31280,2021-09-02 15:53:15.327,65,64
4209,14707,31602,NID31484,NID31484,NID31484,2021-09-02 15:53:25.440,18,269
4210,14710,31992,NID31874,NID31874,NID31874,2021-09-02 15:55:46.040,40,657
4211,14718,31393,NID31280,NID31280,NID31280,2021-09-02 16:01:23.707,93,64
4212,14726,31490,NID31398,NID31398,NID31398,2021-09-02 16:06:06.160,91,182
4213,14731,31746,NID31628,NID31628,NID31628,2021-09-02 16:07:02.970,29,411
4214,14747,32215,NID32097,NID32097,NID32097,2021-09-02 16:14:13.527,32,876
4215,14748,31953,NID31835,NID31835,NID31835,2021-09-02 16:14:14.680,64,618
